Row ID,Order ID,Order Date,Customer Name,Region,Province,Product Category,Product Sub-Category,Product Name,Order Quantity,Sales,Discount,Profit,Ship Mode,Ship Date,Shipping Cost
364,ORD40649,2019-10-04,Bob Brown,South,Illinois,Furniture,Bookcases,Bookcases 842,9,3822.02,0.37,-930.42,Standard Class,2016-01-27,43.86
365,ORD15853,2017-12-09,Alice Williams,South,Florida,Office Supplies,Pens,Pens 846,10,387.33,0.44,-107.5,First Class,2016-03-20,29.5
366,ORD39525,2019-04-15,Emma Miller,South,Florida,Office Supplies,Binders,Binders 249,7,1105.17,0.43,-168.4,Second Class,2018-08-21,35.49
367,ORD11770,2022-05-02,John Smith,South,New York,Office Supplies,Pens,Pens 823,4,1851.72,0.34,-433.33,Same Day,2023-07-26,45.61
368,ORD28501,2016-07-12,Charlie Jones,East,Texas,Office Supplies,Paper,Paper 974,1,50.26,0.31,-8.61,Second Class,2021-04-01,18.14
369,ORD44631,2015-06-16,Olivia Davis,North,Arizona,Office Supplies,Paper,Paper 973,5,690.18,0.5,-185.67,First Class,2024-04-22,44.41
370,ORD98953,2016-09-15,Liam Martinez,East,Illinois,Office Supplies,Paper,Paper 626,3,425.2,0.46,-92.09,Standard Class,2023-11-01,46.65
371,ORD71280,2015-05-18,John Smith,East,Illinois,Furniture,Bookcases,Bookcases 332,9,307.98,0.04,25.55,Same Day,2024-06-08,9.83
372,ORD19261,2019-03-20,senoJ eilrahC,Central,New York,Technology,Laptops,Laptops 230,7,365.12,0.0,47.74,Standard Class,2021-04-26,34.4
373,ORD22860,2021-09-24,Sophia Rodriguez,South,Illinois,Furniture,Bookcases,Bookcases 104,10,2194.55,0.11,-7.01,Standard Class,2016-11-04,23.62
374,ORD18241,2019-07-16,Olivia Davis,Central,Florida,Technology,Printers,Printers 594,2,460.65,0.07,102.05,First Class,2015-03-16,45.05
95,ORD61159,2015-01-09,Emma Miller,South,Oregon,Technology,Printers,Printers 800,8,1604.96,0.01,232.62,Standard Class,2015-01-12,32.09
376,ORD43454,2017-06-01,Sophia Rodriguez,East,Illinois,Technology,Printers,Printers 740,6,2636.0,0.46,-925.44,Same Day,2021-08-15,48.31
377,ORD79651,2019-08-03,Emma Miller,North,Oregon,Furniture,Tables,Tables 631,10,3457.14,0.04,716.09,Same Day,2018-02-06,11.9
378,ORD69250,2016-09-27,Jane Johnson,North,Illinois,Technology,Laptops,Laptops 374,2,989.91,0.1,11.03,First Class,2020-10-14,48.59
379,ORD25417,2023-03-05,Jane Johnson,Central,Oregon,Technology,Monitors,Monitors 631,7,554.06,0.27,-0.45,Second Class,2022-10-07,14.81
380,ORD75422,2020-12-17,Liam Martinez,South,Washington,Office Supplies,Paper,Paper 900,5,2219.93,0.12,208.2,Standard Class,2021-03-05,10.44
381,ORD73997,2021-06-03,Charlie Jones,South,Texas,Office Supplies,Paper,Paper 219,1,258.68,0.15,20.52,Second Class,2021-02-11,23.42
382,ORD37417,2024-12-28,Bob Brown,North,Arizona,Technology,Laptops,Laptops 589,9,3621.77,0.07,479.3,Same Day,2016-10-21,39.32
383,ORD11116,2021-07-10,Alice Williams,North,Arizona,Office Supplies,Pens,Pens 566,6,148.97,0.26,-22.85,Standard Class,2023-12-17,26.27
384,ORD59345,2021-06-14,David Garcia,East,Illinois,Furniture,Bookcases,Bookcases 533,2,297.98,0.43,-62.63,Standard Class,2023-04-15,45.08
385,ORD88525,2018-01-13,John Smith,South,Illinois,Furniture,Bookcases,Bookcases 236,2,117.33,0.46,-36.99,Same Day,2023-07-16,11.93
386,ORD38393,2015-12-24,Bob Brown,North,Texas,Office Supplies,Paper,Paper 110,4,1182.24,0.14,33.39,Same Day,2021-03-14,5.83
387,ORD70009,2015-08-06,Alice Williams,West,Oregon,Technology,Monitors,Monitors 851,1,227.39,0.11,26.95,First Class,2022-11-08,15.92
388,ORD23535,2020-07-09,David Garcia,West,Arizona,Office Supplies,Binders,Binders 397,6,1479.31,0.04,98.92,First Class,2022-05-05,48.78
389,ORD94251,2024-10-18,Alice Williams,East,New York,Technology,Monitors,Monitors 677,5,767.56,0.36,-109.81,First Class,2020-08-21,10.86
390,ORD97286,2016-01-20,Liam Martinez,West,Texas,Furniture,Tables,Tables 155,8,3872.27,0.33,-431.95,Same Day,2024-05-27,12.25
391,ORD90124,2019-10-15,David Garcia,East,Arizona,Furniture,Chairs,Chairs 996,7,2360.73,0.25,112.31,First Class,2023-06-21,48.44
392,ORD73395,2020-02-01,Jane Johnson,West,Texas,Technology,Monitors,Monitors 845,8,2766.82,0.12,246.63,Standard Class,2022-07-22,9.46
393,ORD63659,2019-03-18,Olivia Davis,East,Illinois,Furniture,Chairs,Chairs 733,3,940.26,0.37,-182.72,Standard Class,2017-09-15,10.0
394,ORD74275,2021-09-04,Liam Martinez,Central,Illinois,Furniture,Tables,Tables 750,8,2361.71,0.42,-340.24,Standard Class,2021-01-19,29.08
395,ORD85521,2019-05-20,Jane Johnson,Central,Washington,Office Supplies,Pens,Pens 424,3,1078.97,0.07,105.49,First Class,2019-09-09,23.88
396,ORD31534,2019-04-01,David Garcia,Central,Texas,Furniture,Tables,Tables 124,7,1217.57,0.41,-296.58,Standard Class,2015-08-24,18.65
397,ORD74832,2022-09-06,Emma Miller,South,Florida,Office Supplies,Paper,Paper 653,5,1778.53,0.46,-625.83,First Class,2019-08-24,32.01
398,ORD18625,2021-02-16,Emma Miller,North,Arizona,Technology,Monitors,Monitors 645,1,460.37,0.5,-116.19,Second Class,2021-01-12,7.62
399,ORD54063,2023-05-24,Bob Brown,North,Florida,Office Supplies,Binders,Binders 913,8,2610.93,0.36,-541.97,Same Day,2021-05-09,48.49
400,ORD47880,2015-02-25,Charlie Jones,Central,Illinois,Technology,Monitors,Monitors 765,1,48.03,0.49,-18.2,Same Day,2021-03-27,37.8
401,ORD76881,2022-09-17,John Smith,North,Florida,Furniture,Chairs,Chairs 214,9,2942.49,0.35,-386.07,First Class,2020-10-28,39.05
402,ORD50544,2021-07-10,Jane Johnson,West,Washington,Furniture,Chairs,Chairs 291,1,256.83,0.47,-56.91,Second Class,2017-09-28,33.31
403,ORD63427,2020-02-10,John Smith,East,California,Furniture,Bookcases,Bookcases 762,8,2314.63,0.39,-369.91,Same Day,2016-01-22,16.03
404,ORD57030,2016-06-24,Alice Williams,North,Oregon,,Chairs,Chairs 853,6,2962.39,0.35,-541.84,Second Class,2023-02-06,14.23
405,ORD88316,2021-06-09,Olivia Davis,Central,Florida,Office Supplies,Paper,Paper 725,7,731.8,0.43,-204.65,Same Day,2019-04-01,15.15
406,ORD77198,2019-07-11,Emma Miller,West,Washington,Furniture,Tables,Tables 272,4,1873.24,0.49,-620.27,Standard Class,2019-01-22,33.34
407,ORD89096,2015-05-28,Bob Brown,North,Texas,Office Supplies,Pens,Pens 409,9,3994.16,0.39,-1138.59,Same Day,2023-03-17,32.29
408,ORD41736,2021-09-16,Alice Williams,South,Oregon,Technology,Printers,Printers 576,4,1272.73,0.16,-13.21,Second Class,2022-02-21,27.25
409,ORD83538,2017-05-03,Bob Brown,South,Texas,Furniture,Bookcases,Bookcases 732,7,1335.22,0.05,235.08,Second Class,2015-01-02,33.52
410,ORD46682,2021-09-07,Emma Miller,Central,Texas,Furniture,Tables,Tables 273,6,1417.62,0.43,-338.23,Second Class,2021-08-06,16.58
411,ORD29305,2021-10-02,Alice Williams,South,Arizona,Technology,Printers,Printers 593,9,4231.87,0.25,2.79,Same Day,2015-02-21,48.51
412,ORD52697,2015-05-08,Olivia Davis,Central,Texas,Office Supplies,Paper,Paper 105,10,1025.2,0.23,19.31,Second Class,2017-03-18,47.56
277,ORD14568,2015-08-12,Jane Johnson,East,Washington,Technology,Laptops,Laptops 534,4,1722.96,0.14,245.4,Standard Class,2023-09-08,21.34
414,ORD14040,2018-09-23,Emma Miller,North,Texas,,Bookcases,Bookcases 771,2,873.58,0.49,-335.08,Standard Class,2024-10-10,14.36
415,ORD81899,2018-02-16,Bob Brown,West,California,Furniture,Chairs,Chairs 373,2,912.66,0.27,-101.23,Second Class,2023-10-03,16.81
416,ORD79144,2016-07-03,Charlie Jones,West,Arizona,Office Supplies,Pens,Pens 357,5,393.75,0.08,62.29,Second Class,2023-10-26,35.79
417,ORD41025,2021-12-04,Charlie Jones,Central,Illinois,Technology,Printers,Printers 275,2,728.61,0.08,113.22,Standard Class,2017-11-02,35.83
418,ORD43669,2024-01-20,Charlie Jones,Westy,Illinois,Technology,Laptops,Laptops 551,8,1975.39,0.39,-300.85,Second Class,2018-03-12,46.67
419,ORD71186,2021-08-26,John Smith,South,Texas,Technology,Laptops,Laptops 526,1,200.5,0.24,-9.77,First Class,2023-10-13,31.94
420,ORD16667,2022-07-19,Alice Williams,North,Texas,Office Supplies,Pens,Pens 668,8,2777.1,0.4,-783.22,Second Class,2021-05-27,19.76
421,ORD20115,2018-05-05,John Smith,North,Washington,Office Supplies,Pens,Pens 462,3,1303.1,0.48,-240.1,Same Day,2019-11-19,28.9
422,ORD78802,2023-06-05,Charlie Jones,East,Arizona,Technology,Laptops,Laptops 696,6,1447.24,0.09,251.04,Second Class,2018-08-26,14.86
423,ORD77896,2015-08-10,Charlie Jones,Central,Illinois,Technology,Laptops,Laptops 798,1,22.38,0.36,-2.05,Second Class,2020-06-10,41.44
424,ORD19749,2017-09-20,Alice Williams,South,Oregon,Technology,Printers,Printers 982,7,1065.4,0.03,211.13,Same Day,2023-05-22,11.31
425,ORD37320,2019-03-28,John Smith,East,Oregon,Office Supplies,Binders,Binders 699,10,1921.46,0.17,241.01,Second Class,2024-05-27,47.46
426,ORD10366,2018-03-14,Olivia Davis,South,New York,Furniture,Chairs,Chairs 446,10,2761.99,0.45,-435.74,Same Day,2016-05-03,36.85
427,ORD51586,2023-08-05,Alice Williams,East,Illinois,Technology,Laptops,Laptops 522,10,3154.06,0.06,479.37,Same Day,2018-05-12,24.54
428,ORD16132,2017-02-19,Alice Williams,North,New York,Furniture,Chairs,Chairs 295,2,667.85,0.38,-183.96,Second Class,2016-03-03,6.14
429,ORD68880,2019-03-25,Emma Miller,Central,Arizona,Technology,Printers,Printers 274,5,1707.51,0.26,-146.94,Standard Class,2016-10-23,29.0
430,ORD89625,2015-03-23,Liam Martinez,Central,Illinois,Furniture,Bookcases,Bookcases 256,6,638.47,0.07,62.75,Same Day,2022-07-15,32.58
431,ORD25178,2017-07-09,Alice Williams,South,Florida,Office Supplies,Binders,Binders 839,2,670.77,0.1,132.78,Second Class,2019-05-13,19.81
387,ORD70009,2015-08-06,Alice Williams,West,Oregon,Technology,Monitors,Monitors 851,1,227.39,0.11,26.95,First Class,2022-11-08,15.92
433,ORD71269,2017-08-07,Sophia Rodriguez,East,Illinois,Office Supplies,Paper,Paper 399,6,2665.26,0.29,-4.59,First Class,2021-07-13,8.32
164,ORD84943,2017-11-03,Olivia Davis,West,Oregon,Technology,Printers,Printers 640,5,261.83,0.13,2.23,Standard Class,2022-10-07,7.51
435,ORD65248,2020-08-03,Olivia Davis,South,Oregon,,Monitors,Monitors 668,4,1237.86,0.22,-73.23,First Class,2021-03-12,40.84
436,ORD30722,2017-09-14,Charlie Jones,East,New York,Office Supplies,Paper,Paper 424,3,322.88,0.07,43.19,Second Class,2016-12-07,30.02
437,ORD17089,2023-04-25,Bob Brown,West,Florida,Furniture,Chairs,Chairs 965,1,132.84,0.19,13.63,Second Class,2017-06-24,37.76
438,ORD96982,2024-04-27,David Garcia,East,Arizona,Furniture,Tables,Tables 267,8,1517.78,0.14,162.89,Same Day,2024-01-17,29.66
439,ORD50385,2022-02-16,Alice Williams,North,New York,Furniture,Chairs,Chairs 337,8,2427.5,0.1,391.63,Second Class,2017-06-11,15.45
440,ORD73019,2016-03-01,senoJ eilrahC,East,Texas,Office Supplies,Binders,Binders 108,4,1318.04,0.3,-232.2,First Class,2020-07-04,49.72
441,ORD29576,2019-09-08,Bob Brown,North,Texas,Office Supplies,Binders,Binders 831,3,1167.83,0.44,-367.67,Standard Class,2021-11-16,22.68
442,ORD31970,2015-09-09,Jane Johnson,Central,New York,Office Supplies,Pens,Pens 491,5,2215.32,0.11,92.67,Same Day,2019-09-19,37.17
443,ORD90216,2020-03-21,Liam Martinez,East,Illinois,Furniture,Bookcases,Bookcases 996,5,1158.3,0.0,198.5,Second Class,2018-05-22,13.14
444,ORD52735,2024-01-06,Liam Martinez,West,Illinois,Technology,Printers,Printers 467,6,1286.07,0.46,-216.34,First Class,2020-10-28,24.98
445,ORD71931,2015-11-21,Charlie Jones,Central,Texas,Furniture,Chairs,Chairs 192,3,294.66,0.15,15.02,Second Class,2016-11-01,32.49
446,ORD59014,2021-08-08,Charlie Jones,Central,Washington,Furniture,Tables,Tables 973,10,720.61,0.16,61.01,Same Day,2020-06-02,10.18
447,ORD20255,2024-12-27,Alice Williams,East,New York,,Chairs,Chairs 447,2,267.85,0.39,-67.19,Standard Class,2019-03-13,27.36
448,ORD41596,2021-06-16,John Smith,East,Illinois,Furniture,Tables,Tables 450,3,593.87,0.16,-8.53,Standard Class,2020-11-04,23.88
449,ORD65914,2017-08-15,Sophia Rodriguez,Central,Illinois,Technology,Monitors,Monitors 517,7,78.76,0.5,-30.45,First Class,2017-02-19,26.31
450,ORD60284,2023-02-07,Olivia Davis,North,Washington,Technology,Laptops,Laptops 947,8,3689.57,0.1,275.74,First Class,2018-02-01,13.84
451,ORD44418,2022-10-16,John Smith,West,Washington,Office Supplies,Pens,Pens 975,3,842.22,0.08,79.67,Standard Class,2015-08-05,43.24
452,ORD94954,2023-07-22,Jane Johnson,East,New York,Technology,Monitors,Monitors 902,9,1653.4,0.14,107.28,Standard Class,2020-12-03,42.92
453,ORD51862,2020-06-05,Sophia Rodriguez,North,Oregon,Furniture,Chairs,Chairs 667,1,472.25,0.35,-107.77,Second Class,2021-05-14,19.27
454,ORD76261,2020-07-06,Alice Williams,Central,Arizona,Furniture,Tables,Tables 134,3,785.44,0.46,-173.74,Second Class,2017-05-21,28.67
455,ORD90070,2016-01-21,Emma Miller,North,Florida,Technology,Laptops,Laptops 489,1,492.13,0.15,4.36,First Class,2022-11-11,40.21
456,ORD18441,2024-02-21,Charlie Jones,Central,Texas,Technology,Laptops,Laptops 570,8,1417.15,0.14,0.64,First Class,2017-10-01,15.45
457,ORD64457,2017-12-05,Olivia Davis,East,Oregon,Furniture,Chairs,Chairs 736,10,813.73,0.45,-187.48,Standard Class,2020-09-26,19.88
458,ORD56210,2024-03-18,Bob Brown,East,Arizona,Office Supplies,Pens,Pens 865,9,3093.55,0.39,-710.01,Standard Class,2021-04-26,10.57
459,ORD43023,2015-11-10,Bob Brown,Central,Washington,Technology,Printers,Printers 516,8,888.44,0.17,98.97,Standard Class,2020-08-09,41.95
460,ORD54517,2019-12-25,Charlie Jones,Central,Illinois,Technology,Monitors,Monitors 205,10,4872.42,0.11,909.15,Same Day,2017-07-09,49.33
461,ORD17022,2017-01-15,Olivia Davis,West,Florida,Office Supplies,Pens,Pens 662,10,194.62,0.36,-46.87,Standard Class,2024-03-28,35.63
462,ORD98531,2022-12-04,John Smith,North,Washington,Technology,Laptops,Laptops 490,8,2727.35,0.45,-507.37,Second Class,2022-11-02,41.91
463,ORD60166,2015-03-19,Olivia Davis,West,Oregon,Furniture,Chairs,Chairs 321,8,3111.41,0.1,423.78,Second Class,2023-03-08,40.65
464,ORD51092,2020-11-11,Bob Brown,East,California,Technology,Monitors,Monitors 215,10,4213.05,0.2,-339.81,First Class,2021-03-03,18.86
465,ORD22962,2020-11-15,Sophia Rodriguez,East,Washington,Furniture,Chairs,Chairs 747,8,2341.78,0.23,-177.14,First Class,2016-04-05,5.67
466,ORD15988,2017-01-15,Sophia Rodriguez,North,Oregon,Furniture,Bookcases,Bookcases 357,9,4353.82,0.11,54.83,Standard Class,2023-11-06,22.09
467,ORD19377,2016-01-22,Sophia Rodriguez,West,New York,Technology,Laptops,Laptops 680,8,129.79,0.12,8.99,Second Class,2020-03-01,6.26
468,ORD65240,2018-10-02,Emma Miller,South,California,Office Supplies,Pens,Pens 759,3,51.74,0.4,-6.25,Standard Class,2016-01-04,32.94
469,ORD27773,2015-04-13,Jane Johnson,East,Texas,Furniture,Tables,Tables 550,6,2788.69,0.3,-181.11,Same Day,2018-10-14,7.43
470,ORD18312,2020-02-09,David Garcia,Central,Florida,Furniture,Tables,Tables 207,7,898.27,0.31,-20.3,Second Class,2017-11-02,23.07
471,ORD46867,2024-04-07,Alice Williams,South,Texas,Technology,Monitors,Monitors 972,2,684.02,0.25,-70.25,Second Class,2022-01-12,45.85
472,ORD51043,2020-05-01,Bob Brown,West,Florida,Office Supplies,Pens,Pens 873,2,864.35,0.29,-132.37,Standard Class,2017-10-24,31.79
473,ORD93468,2019-04-27,Charlie Jones,South,Arizona,Office Supplies,Paper,Paper 774,3,1148.65,0.16,89.67,Standard Class,2023-11-16,45.83
474,ORD37558,2018-01-20,Sophia Rodriguez,Central,Oregon,Furniture,Chairs,Chairs 757,5,1856.5,0.44,-511.46,Second Class,2020-11-15,24.95
475,ORD68460,2024-11-04,Bob Brown,North,California,Furniture,Chairs,Chairs 767,9,3748.56,0.11,54.65,Standard Class,2016-03-07,43.91
476,ORD41576,2024-10-10,Charlie Jones,South,Florida,Technology,Printers,Printers 183,4,877.52,0.42,-209.2,Standard Class,2022-01-20,44.37
477,ORD17786,2023-12-07,Alice Williams,North,Florida,Furniture,Bookcases,Bookcases 329,9,3203.89,0.12,213.96,First Class,2016-08-22,12.64
66,ORD24551,2015-05-03,Alice Williams,West,Washington,Furniture,Bookcases,Bookcases 649,8,1790.78,0.16,145.5,First Class,2018-06-21,37.5
479,ORD88732,2018-07-21,Emma Miller,North,Florida,Office Supplies,Binders,Binders 327,6,394.86,0.03,104.94,Standard Class,2017-05-12,12.05
480,ORD38049,2015-09-12,Olivia Davis,East,Washington,Office Supplies,Pens,Pens 287,2,274.69,0.05,56.23,Standard Class,2018-09-15,19.84
481,ORD44599,2017-12-02,John Smith,West,Illinois,Technology,Laptops,Laptops 609,1,291.08,0.33,-37.28,Standard Class,2015-03-11,21.87
482,ORD83351,2016-01-08,Olivia Davis,North,Arizona,Furniture,Chairs,Chairs 521,10,436.48,0.24,-41.1,Second Class,2024-04-07,42.32
107,ORD65959,202-15-30,Jane Johnson,Central,Illinois,Furniture,Bookcases,Bookcases 987,3,402.37,0.44,-119.6,First Class,2020-08-26,38.08
484,ORD40400,2023-06-04,Olivia Davis,South,Florida,Technology,Monitors,Monitors 435,2,252.01,0.47,-64.35,First Class,2015-01-03,30.76
485,ORD18088,2018-01-21,Alice Williams,East,New York,Furniture,Chairs,Chairs 538,3,194.98,0.08,40.94,Same Day,2015-09-06,43.16
486,ORD43398,2022-07-18,John Smith,North,Illinois,Office Supplies,Binders,Binders 270,4,1612.27,0.05,147.36,Second Class,2019-04-06,49.55
487,ORD52540,2021-10-15,Olivia Davis,West,New York,Technology,Laptops,Laptops 371,8,2968.0,0.48,-740.63,Standard Class,2018-09-20,47.82
488,ORD27764,2017-06-04,Alice Williams,South,Arizona,Office Supplies,Paper,Paper 247,8,914.06,0.29,-126.38,First Class,2020-04-18,46.61
489,ORD60248,2018-03-17,Liam Martinez,North,Arizona,Technology,Monitors,Monitors 868,4,174.72,0.28,-7.21,Second Class,2023-08-10,32.47
490,ORD30573,2022-12-15,Olivia Davis,West,New York,Technology,Monitors,Monitors 403,2,137.21,0.19,3.67,Second Class,2024-03-02,38.08
491,ORD18599,2019-01-06,Sophia Rodriguez,Northx,Arizona,Technology,Laptops,Laptops 525,9,2922.43,0.11,524.57,Same Day,2015-11-27,42.64
492,ORD80235,2019-10-19,Bob Brown,East,Oregon,Technology,Printers,Printers 326,7,559.51,0.43,-87.04,Same Day,2017-04-02,42.92
493,ORD59229,2023-05-19,Liam Martinez,West,New York,Furniture,Tables,Tables 127,9,2708.48,0.06,195.71,First Class,2022-06-05,10.34
494,ORD88220,2024-09-16,Sophia Rodriguez,North,Arizona,Office Supplies,Paper,Paper 232,4,835.93,0.19,-74.84,Standard Class,2022-05-02,8.19
495,ORD34273,2022-04-13,Emma Miller,East,Texas,Technology,Laptops,Laptops 586,5,956.77,0.46,-277.59,Same Day,2023-01-08,7.18
496,ORD77353,2024-10-20,Bob Brown,East,Texas,Furniture,Chairs,Chairs 891,8,3319.44,0.31,-34.56,Same Day,2019-06-11,15.93
497,ORD60078,2018-05-15,Emma Miller,Central,Florida,Technology,Monitors,Monitors 137,2,354.63,0.34,-53.07,First Class,2016-03-10,13.26
498,ORD71659,2020-01-19,Bob Brown,Central,Washington,Office Supplies,Binders,Binders 651,2,300.23,0.29,-38.74,Same Day,2020-10-20,48.15
499,ORD85974,2022-12-05,Olivia Davis,East,Texas,Furniture,Tables,Tables 517,8,2166.4,0.08,437.42,Same Day,2018-02-26,11.74
500,ORD90839,2022-02-03,Charlie Jones,West,New York,Technology,Laptops,Laptops 896,8,2811.59,0.47,-849.84,Second Class,2020-01-07,43.12
501,ORD77105,2023-09-28,John Smith,South,Texas,Technology,Monitors,Monitors 462,8,2212.03,0.34,-102.21,Standard Class,2016-02-09,15.66
502,ORD57234,2021-09-20,Olivia Davis,West,Oregon,Technology,Printers,Printers 445,10,1021.82,0.04,260.96,Second Class,2022-10-18,38.19
503,ORD54629,2023-09-18,Alice Williams,Central,Florida,Office Supplies,Pens,Pens 441,2,215.73,0.47,-66.3,First Class,2017-08-08,46.76
504,ORD85423,2022-04-08,Jane Johnson,North,Arizona,Technology,Laptops,Laptops 820,7,2853.83,0.17,-36.63,First Class,2020-04-24,11.75
505,ORD38326,2022-10-03,Alice Williams,South,California,Furniture,Chairs,Chairs 491,8,479.69,0.02,89.1,First Class,2017-03-09,23.37
506,ORD73745,2023-08-14,Olivia Davis,West,Florida,Technology,Printers,Printers 109,5,2108.99,0.34,-382.93,Second Class,2018-01-22,27.23
507,ORD65308,2018-03-01,David Garcia,Central,California,Furniture,Bookcases,Bookcases 723,5,1746.3,0.31,-363.59,Same Day,2019-04-07,16.46
508,ORD81825,2021-09-26,Sophia Rodriguez,South,California,Technology,Printers,Printers 257,7,1644.41,0.28,-19.41,First Class,2022-05-19,49.11
361,ORD49852,2018-09-18,Bob Brown,North,New York,Office Supplies,Pens,Pens 713,10,3632.09,0.15,62.42,First Class,2020-10-25,20.61
510,ORD68289,2015-01-07,Olivia Davis,West,California,Office Supplies,Pens,Pens 589,9,720.48,0.16,88.44,Second Class,2020-08-09,46.27
511,ORD93687,2018-09-12,Liam Martinez,Central,Washington,Technology,Laptops,Laptops 941,4,1110.92,0.2,-6.75,Second Class,2016-07-21,28.63
512,ORD48327,2020-03-26,Olivia Davis,East,California,Office Supplies,Paper,Paper 446,5,2392.4,0.35,-138.93,Standard Class,2018-12-25,33.51
513,ORD13011,2021-06-17,John Smith,East,California,Technology,Laptops,Laptops 561,2,341.59,0.07,56.86,Second Class,2023-09-01,9.62
514,ORD67389,2022-05-27,David Garcia,South,Oregon,Office Supplies,Paper,Paper 527,7,3110.49,0.12,369.92,Second Class,2020-11-14,12.05
515,ORD80522,2020-02-05,Jane Johnson,East,Washington,Technology,Monitors,Monitors 927,6,871.57,0.2,-79.94,Second Class,2015-05-05,30.86
516,ORD65811,2020-02-15,Sophia Rodriguez,West,Oregon,Technology,Printers,Printers 399,4,1258.44,0.06,91.69,Standard Class,2019-02-16,9.13
517,ORD24490,2018-11-23,Liam Martinez,East,Illinois,Office Supplies,Paper,Paper 162,1,150.26,0.05,25.59,Second Class,2021-11-27,13.17
518,ORD30709,2024-06-10,David Garcia,Central,Oregon,Furniture,Tables,Tables 436,2,323.09,0.26,-42.71,First Class,2022-06-22,49.57
519,ORD23776,2022-07-13,Olivia Davis,South,Washington,Office Supplies,Paper,Paper 750,3,423.54,0.23,-25.55,First Class,2021-04-06,43.1
520,ORD21011,2021-11-01,Sophia Rodriguez,South,New York,Technology,Laptops,Laptops 503,6,1402.71,0.04,137.97,Same Day,2018-07-02,34.27
521,ORD33486,2019-07-14,Bob Brown,East,Oregon,Office Supplies,Binders,Binders 432,1,298.04,0.07,33.13,Same Day,2024-01-23,7.8
522,ORD36576,2015-02-19,Olivia Davis,North,Washington,Technology,Printers,Printers 841,8,1021.88,0.27,26.59,Same Day,2024-09-20,49.76
523,ORD89427,2024-07-21,Bob Brown,North,Arizona,Technology,Printers,Printers 984,5,1197.34,0.02,211.39,Same Day,2021-11-28,13.16
524,ORD48866,2024-07-15,David Garcia,South,Texas,Technology,Printers,Printers 551,7,386.88,0.36,-68.87,First Class,2021-05-20,35.84
525,ORD44167,2024-06-21,Alice Williams,West,California,Office Supplies,Paper,Paper 723,10,521.07,0.47,-147.6,Same Day,2018-05-11,11.63
526,ORD94538,2022-04-28,Emma Miller,East,Oregon,Furniture,Bookcases,Bookcases 764,5,711.63,0.27,-98.16,Second Class,2018-03-10,5.06
527,ORD26180,2015-07-14,Bob Brown,West,Oregon,Office Supplies,Binders,Binders 382,6,1804.93,0.01,224.24,Second Class,2022-08-03,25.62
528,ORD50205,2016-07-09,Emma Miller,West,Illinois,Office Supplies,Pens,Pens 728,7,2313.22,0.26,-278.07,Standard Class,2023-04-27,20.95
529,ORD13270,2015-03-25,Olivia Davis,Central,Washington,Furniture,Bookcases,Bookcases 334,7,1509.84,0.49,-345.72,First Class,2022-08-19,23.51
530,ORD99335,2020-05-11,Emma Miller,West,California,Furniture,Tables,Tables 976,9,1524.8,0.28,-68.29,Standard Class,2022-04-25,7.91
531,ORD96013,2018-04-18,Jane Johnson,Central,Washington,Office Supplies,Paper,Paper 424,7,3176.6,0.38,-383.18,Second Class,2016-11-26,46.2
532,ORD63924,2022-08-08,Liam Martinez,South,Arizona,Furniture,Chairs,Chairs 236,2,645.4,0.19,-23.55,First Class,2023-03-06,13.93
533,ORD45154,2016-04-24,Emma Miller,West,Arizona,Furniture,Bookcases,Bookcases 410,5,2221.87,0.06,135.3,Same Day,2021-09-24,31.34
534,ORD15976,2020-10-26,David Garcia,South,Arizona,Office Supplies,Binders,Binders 794,1,69.4,0.16,8.25,Same Day,2017-11-18,28.61
535,ORD36417,2020-12-28,Alice Williams,Central,California,Office Supplies,Binders,Binders 345,8,3747.97,0.41,-720.3,First Class,2017-03-01,9.64
536,ORD29082,2022-05-27,Bob Brown,North,Illinois,Furniture,Bookcases,Bookcases 825,7,1222.5,0.15,157.68,Second Class,2017-07-22,27.93
537,ORD96320,2019-06-08,John Smith,West,Illinois,Office Supplies,Paper,Paper 204,6,68.5,0.15,9.64,First Class,2015-03-14,13.58
538,ORD84026,2016-05-09,Liam Martinez,Central,Washington,Technology,Printers,Printers 840,1,321.75,0.23,12.07,Same Day,2023-05-17,10.56
539,ORD76057,2024-12-06,Olivia Davis,North,Texas,Office Supplies,Binders,Binders 190,5,1187.81,0.36,-297.44,Standard Class,2015-02-05,47.06
540,ORD17404,2015-12-19,Jane Johnson,West,New York,Furniture,Tables,Tables 201,10,4893.78,0.33,-754.83,Second Class,2016-12-10,47.73
541,ORD64414,2024-11-21,Emma Miller,Central,Arizona,Technology,Monitors,Monitors 672,7,2982.01,0.28,-100.68,Same Day,2019-02-22,16.05
542,ORD72537,2015-09-09,Charlie Jones,North,Florida,Furniture,Chairs,Chairs 938,2,724.53,0.49,-139.23,First Class,2019-08-09,23.07
543,ORD65436,2023-09-15,Sophia Rodriguez,Central,California,Technology,Monitors,Monitors 193,5,598.17,0.16,37.96,Same Day,2023-10-25,44.85
544,ORD66668,2015-11-28,Liam Martinez,South,Arizona,Technology,Monitors,Monitors 156,1,133.08,0.17,16.4,First Class,2024-04-16,46.22
545,ORD87051,2017-06-19,Bob Brown,West,Washington,Office Supplies,Pens,Pens 335,3,189.08,0.29,-28.4,Same Day,2018-05-03,25.79
